"PARENT","WSM_CATNAME","LONG_DESC","EXTENDED DESCRIPTION","EXISTING ID","CAT_IMAGE","METADESCRIPTION","KEYWORDS","META TITLE","PRIORITY","CATEGORYPATH","ADDED","HIDDEN"
"2011-2023 6.7L Ford Power Stroke","Electronic Performance - 2011+ Ford 6.7L","
<div class=""QuickTitle"">Electronic Performance parts for 2011+ Ford 6.7L Power Stroke</div>
<p>Electronic Performance Chips, Programmers, Tuners, and Gauge Display Monitors for Ford 6.7L Diesel - available from top quality brand names such as Edge Products, SCT, Superchips and Banks Power.  Get the most out of your electronically controlled diesel engine for work or play.</p>","","779123","https://usdieselparts.com/images/F142538365","Electronic Performance Chips, Programmers, Tuners, and Monitor/Gauges for Dodge 6.7L Cummins Diesel - available from top quality brand names such as Edge Products, SCT, Superchips and Banks Power.  Get the most out of your electronically controlled diesel engine for work or play.","Chips, Tuners, 2011, 2012, 2013, 2014, 2015, Ford, 6.7L, Power, Stroke, powerstroke, Edge, Superchips, Banks, Bully, Dog, programmer, monitor, gauge, gauges, gage, gages, good, best, Performance, max","Chips Tuners 2011 Ford 6.7L Power Stroke","500","Ford>2011-2023 6.7L Ford Power Stroke>Electronic Performance - 2011+ Ford 6.7L","2013-05-31 17:39:43",""
"Electronic Performance - 2011+ Ford 6.7L","Banks - Ford 6.7L","Gale Banks Engineering Performance Chips and Tuners for 2011+ Ford 6.7L","","779124","https://usdieselparts.com/images/F101033481","Gale Banks Engineering Performance Chips and Tuners for 2011+ Ford 6.7L","Banks, Chips, Tuners, Ford, 6.7L, 2011, 2012, 2013, 2014","Banks Chips Tuners Ford 6.7L","499","Ford>2011-2023 6.7L Ford Power Stroke>Electronic Performance - 2011+ Ford 6.7L>Banks - Ford 6.7L","2013-05-31 17:39:43",""
"Electronic Performance - 2011+ Ford 6.7L","Edge Products - Ford 6.7L","</p>Edge Products Programmers, Tuners and Gauge Display Monitors for 2011+ Ford 6.7L Power Stroke Diesel Trucks.  Edge Products have shown to produce quality electronic tuning/monitoring with gauges that look great, all the while, giving an impressive performance boost.  They tend to be our first recommendation when looking for reliable results, regardless of whether it's for a Chevy, Dodge, Ford or GMC Diesel truck.</p>  <p>Their biggest seller for Ford have been the CS2 / CTS2 (Color Screen and Color Touch Screen) Monitors and the EvoHT2 programmer. Regarded as the best rounded programmer on the diesel market.</p>","","779125","https://usdieselparts.com/images/F142538136","Edge Performance Chips and Tuners for 2011+ Ford 6.7L Power Stroke","Edge, Performance, Chips, Tuners, 2011, 2012, 2013, 2014, Ford, 6.7L, Power, Stroke, programmer, monitor, CS, CS2, CTS, CTS2, Gauge, gauges, gage, gages, best, good, diesel","Edge Products Programmers and Tuners 2011+ Ford 6.7L","506","Ford>2011-2023 6.7L Ford Power Stroke>Electronic Performance - 2011+ Ford 6.7L>Edge Products - Ford 6.7L","2013-05-31 17:39:43",""
"Electronic Performance - 2011+ Ford 6.7L","Superchips - Ford 6.7L","<p>Superchips Flashpaq F5 Tuners for 2011+ Ford 6.7L Diesel Trucks.  Superchips of Sanford, Florida is the industry leader in automotive tuning for late model cars, Jeeps and trucks. Founded in England in 1983, Superchips was one of the first companies to specialize in tuning vehicles with computer controlled fuel-injection systems. While Superchips originally focused on serving the British racing community with high-end solutions, the Company eventually began to provide power to performance enthusiasts throughout the world. Now, Superchips sells tens of thousands of hand-held programmers per year from its headquarters in Ogden, Utah.  In 2005, Superchips was acquired by MSD Performance. In 2011 Superchips became part of Powerteq LLC, which today owns and manages the Edge Products and Diablosport brands – two of the most popular performance tuning brands in North America.  In 2015, Powerteq LLC, along with the other MSD Performance Group brands, was acquired by the Holley Performance Group.  The deep line of Holley brands marries tremendous technology with cutting-edge resources and industry roots. The combination of talented personnel at Powerteq and the resources of Holley Performance Group ensure that exciting aftermarket products will launch from Superchips for many years to come.</p>","","779127","https://usdieselparts.com/images/F144548308","Superchips FlashPaq F5 Tuner/Programmer for 2011+ Ford 6.7L Power Stroke Diesel Trucks.","Superchips, Tuners, 2011, 2012, 2013, 2014, 2015, 2016, 2017, Ford, 6.7L, Power, Stroke, Powerstroke","Superchips Tuners 2011+ Ford 6.7L","503","Ford>2011-2023 6.7L Ford Power Stroke>Electronic Performance - 2011+ Ford 6.7L>Superchips - Ford 6.7L","2013-05-31 17:39:44","1"
"2011-2023 6.7L Ford Power Stroke","Engine Components - 2011+ Ford 6.7L","Engine components and parts to keep your diesel running strong. From Head Gaskets and Studs to IPR Valves and Sensors, if you can't find a component just give us a call. Our parts specialists are here to get you back and running, fast.","","779128","https://usdieselparts.com/images/F95431367","Engine Components for 2011 - 2012 Ford 6.7L Power Stroke","Engine, Components, 2011, 2012, Ford, 6.7L, Power, Stroke","Engine Components Ford 6.7L 2011+","440","Ford>2011-2023 6.7L Ford Power Stroke>Engine Components - 2011+ Ford 6.7L","2013-05-31 17:39:44",""
"2011-2023 6.7L Ford Power Stroke","Exhaust Systems - 2011+ Ford 6.7L","Performance Exhaust Systems for 2011+ Ford 6.7L Power Stroke - Performance exhaust systems provide significant gains in horsepower, torque, improved fuel economy, and a lower EGT (exhaust gas temperature). ","","779129","https://usdieselparts.com/images/F144548607","Performance Exhaust Kits for 2011 - 2012 Ford 6.7L Power Stroke","Exhaust, Kits, performance, 2011, 2012, Ford, 6.7L, Power, Stroke, flopro, flo, pro, magnaflow, diamond eye, scorpion","Performance Exhaust Ford 6.7L","490","Ford>2011-2023 6.7L Ford Power Stroke>Exhaust Systems - 2011+ Ford 6.7L","2013-05-31 17:39:44",""
"Exhaust Systems - 2011+ Ford 6.7L","MagnaFlow - 2011+ Ford 6.7L","Magnaflow Exhaust Kits for 2011+ Ford 6.7L Scorpion","","779134","https://usdieselparts.com/images/F107112418","Magnaflow Exhaust Kits for 2011+ Ford 6.7L Scorpion","Magnaflow, Exhaust, Kits, 2011, 2012, 2013, 2014, Ford, 6.7L, Scorpion, Power, Stroke, Powerstroke","Magnaflow Exhaust Ford 6.7L Scorpion","501","Ford>2011-2023 6.7L Ford Power Stroke>Exhaust Systems - 2011+ Ford 6.7L>MagnaFlow - 2011+ Ford 6.7L","2013-05-31 17:39:45",""
"Exhaust Systems - 2011+ Ford 6.7L","MBRP - 2011+ Ford 6.7L","
<center><img src=""/files/products/MBR/mbrp-header.jpg"" width=""860"" height=""100"" alt=""MBRP Performance Exhausts"" border=""0""></center>
<br />
<center>MBRP Performance Exhaust systems for 2011+ Ford 6.7L Power Stroke Diesel Trucks.<center>","","779135","https://usdieselparts.com/images/F105479996","MBRP Exhaust systems for 2011+ Ford 6.7L Power Stroke diesel trucks","MBRP, Exhaust, 2011, 2012, 2013, 2014, 2015, Ford, 6.7L, Power, Stroke, Powerstroke, scorpion, dual, single, steel, aluminum, aluminized, kit, system, 4, 5, inch","MBRP Exhaust Ford 6.7L Power Stroke","503","Ford>2011-2023 6.7L Ford Power Stroke>Exhaust Systems - 2011+ Ford 6.7L>MBRP - 2011+ Ford 6.7L","2013-05-31 17:39:46",""
"2011-2023 6.7L Ford Power Stroke","Fuel & Oil Filters - 2011+ Ford 6.7L","Fuel and Oil Filters for 2011+ Ford 6.7L Power Stroke.","","779136","https://usdieselparts.com/images/F95431423","Fuel and Oil Filters for 2011+ Ford 6.7L Power Stroke.","Fuel, Oil, Filters, 2011, 2012, 2013, 2014, Ford, 6.7L, Power, Stroke","Fuel Oil Filters Ford 6.7L Power Stroke","460","Ford>2011-2023 6.7L Ford Power Stroke>Fuel & Oil Filters - 2011+ Ford 6.7L","2013-05-31 17:39:47",""
"Fuel Pumps, Fuel Injection Pumps and Injectors - 2011+ Ford 6.7L","Injectors - 2011+ Ford 6.7L","Look no further than US Diesel Parts for the best selection of fuel injectors for Ford 6.7L Powerstroke engines. The 2011-19 Ford Powerstroke features a Bosch Common Rail fuel system. We offer stock replacement fuel injectors for the 2011-19 Ford Powerstroke through PDI and BOSCH. For those of you looking for a little more horsepower we have you covered with a full line of injectors by Industrial Injection, S&S Diesel Motorsports, and Dynomite Diesel Injectors.  If you have any questions regarding your 2011-2019 Ford Powerstroke fuel injectors, give one of our fuel injector pros a call at 1-800-823-4444.    ","","779137","https://usdieselparts.com/images/F95247433","Look no further than US Diesel Parts for the best selection of fuel injectors for Ford 6.7L Powerstroke engines. The 2011-19 Ford Powerstroke features a Bosch Common Rail fuel system. We offer stock replacement fuel injectors for the 2011-19 Ford Powerstroke through PDI and BOSCH. For those of you looking for a little more horsepower we have you covered with a full line of injectors by Industrial Injection, S&S Diesel Motorsports, and Dynomite Diesel Injectors.  If you have any questions regarding your 2011-2019 Ford Powerstroke fuel injectors, give one of our fuel injector pros a call at 1-800-823-4444.    ","Ford, 6.7L, Power, Stroke, Injectors, Powerstroke, diesel, common, rail, fuel, injection, scorpion, injector","Injectors Ford 6.7L Power Stroke","550","Ford>2011-2023 6.7L Ford Power Stroke>Fuel Pumps, Fuel Injection Pumps and Injectors - 2011+ Ford 6.7L>Injectors - 2011+ Ford 6.7L","2013-05-31 17:39:47",""
"2011-2023 6.7L Ford Power Stroke","Intake Kits - Air Filters - 2011+ Ford 6.7L","<p>The air cleaner assembly is where your engine begins making power. Without good airflow in the equation, your engine simply can’t breathe, resulting in poor performance and fuel economy. While the design of the stock intake is relatively efficient, upgrading to a high flow system can improve overall airflow and performance. For customers in California, or others outside of California, but would like to comply with CARB give us a call to ensure the air intake you are purchasing will pass emissions inspections in the state of California while installed on your vehicle.</p>
<p>We carry a full line of cold air intakes, filters and cleaning kits for a mass variety of vehicles.  Whether you tow a horse trailer or a weekend warrior at the track we can help pick the right system for your rig. We carry complete lines from HSP, Banks, S&B Filters, and more, give us a call and we'll help you decide on the best air intake based on what you do with your truck.</p>
","","779138","https://usdieselparts.com/images/F95390995","Cold Air Intake kits for 2011+ Ford 6.7L Power Stroke from top name brands such as AFE, Airaid, Banks, Bully Dog, K&N and S&B.","Cold, Air, Intake, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, Ford, 6.7L, Power, Stroke, AFE, Airaid, Banks, Bully Dog, K&N, S&B","Intake Kits for 2011+ Ford 6.7L Power Stroke Diesel","480","Ford>2011-2023 6.7L Ford Power Stroke>Intake Kits - Air Filters - 2011+ Ford 6.7L","2013-05-31 17:39:48",""
"","Industrial / Big Rig / Farm / RV","Industrial Equipment performance modules increase power and fuel economy.","","779144","https://usdieselparts.com/images/F84728282","Industrial Equipment performance modules increase power and fuel economy.","Industrial, Equipment, performance, modules","Industrial Equipment performance modules","430","Industrial / Big Rig / Farm / RV","2013-05-31 17:39:49","1"
"","Jeep","Jeep Diesel Performance Parts","","779150","https://usdieselparts.com/images/F83881327","Jeep Diesel Performance Parts including tuners, intakes and exhaust.","Jeep, Diesel, Performance, Parts, tuners, intakes, exhaust","Jeep Diesel Performance Parts","460","Jeep","2013-05-31 17:39:49","1"
"Jeep","Electronic Performance Jeep","<p align=""left"">Performance Chips, Tuners, Programmers and Modules for Jeep Wrangler, Cherokee, Liberty, Commander and Rubicon. Boost power and torque while increasing fuel economy.</p>","","779151","https://usdieselparts.com/images/F76369761","Performance Chips and Tuners for Jeep Wrangler, Liberty, Cherokee, Commander & Rubicon","Performance, Chips, Tuners, Jeep, Edge, Superchips, Wrangler, Liberty, Cherokee, Commander, Rubicon","Performance Chips Tuners Jeep","500","Jeep>Electronic Performance Jeep","2013-05-31 17:39:49",""
"Electronic Performance Jeep","Edge Performance","Edge Trail Jammer Performance Kits for Jeep","","779152","https://usdieselparts.com/images/F76369762","Edge Trail Jammer Performance Kits for Jeep","Edge Trail Jammer Performance Kits for Jeep","Edge Trail Jammer Performance Jeep","480","Jeep>Electronic Performance Jeep>Edge Performance","2013-05-31 17:39:49",""
"Electronic Performance Jeep","Superchips","Superchips Tuners for Jeep","","779153","https://usdieselparts.com/images/F76369010","Superchips Tuners for Jeep","Superchips, Tuners, Jeep","Superchips Tuners Jeep","490","Jeep>Electronic Performance Jeep>Superchips","2013-05-31 17:39:50",""
"Electronic Performance Jeep","TS Performance","","","779154","https://usdieselparts.com/images/F76369090","TS Performance Jeep Modules increase power and fuel economy","jeep, performance, economy, ts performance, module, chip, tuner, programmer","TS Performance Jeep","500","Jeep>Electronic Performance Jeep>TS Performance","2013-05-31 17:39:50",""
"Jeep","Turbochargers Jeep","Turbochargers for 2005 - 2009 Jeep Diesel","","779155","https://usdieselparts.com/images/F76369763","Turbochargers for 2005 - 2009 Jeep Diesel","Turbochargers, Jeep, Diesel","Turbochargers Jeep Diesel","490","Jeep>Turbochargers Jeep","2013-05-31 17:39:50",""
"Industrial / Big Rig / Farm / RV","RV Midline","Parts for RV / Midliner","","779156","https://usdieselparts.com/images/F84079872","Diesel Parts and Accessories for RV Motorhome and Midliner truck applications.","Diesel, Parts, Accessories, RV, Motorhome, Midliner, Truck","RV Midliner Truck Parts and Accessories","430","Industrial / Big Rig / Farm / RV>RV Midline","2013-05-31 17:39:50",""
"RV Midline","Caterpillar Diesel","Caterpillar Diesel Parts Exhaust Brakes and Performance Tuners","","779157","https://usdieselparts.com/images/F84086684","Caterpillar Diesel Parts Exhaust Brakes and Performance Tuners","Caterpillar, Diesel, Parts, Exhaust, Brakes, Performance, Tuners","Caterpiller Exhaust Brakes Tuners","400","Industrial / Big Rig / Farm / RV>RV Midline>Caterpillar Diesel","2013-05-31 17:39:50",""
"RV Midline","Cummins Diesel","","","779158","https://usdieselparts.com/images/F84086298","","","","410","Industrial / Big Rig / Farm / RV>RV Midline>Cummins Diesel","2013-05-31 17:39:50",""
"Cummins Diesel","Braking Solutions","","","779159","https://usdieselparts.com/images/F76369764","","","","500","Industrial / Big Rig / Farm / RV>RV Midline>Cummins Diesel>Braking Solutions","2013-05-31 17:39:50",""
"Cummins Diesel","Fuel Systems","","","779160","https://usdieselparts.com/images/F76369765","","","","500","Industrial / Big Rig / Farm / RV>RV Midline>Cummins Diesel>Fuel Systems","2013-05-31 17:39:51",""
"Cummins Diesel","Transmissions","","","779161","https://usdieselparts.com/images/F76369766","","","","500","Industrial / Big Rig / Farm / RV>RV Midline>Cummins Diesel>Transmissions","2013-05-31 17:39:51",""
"RV Midline","GM RV Midline Diesel","Exhaust Brakes for GM RV Midline Motorhome","","779162","https://usdieselparts.com/images/F84086724","Exhaust Brakes for GM RV Midline Motorhome","Exhaust, Brakes, GM, RV, Midline, Motorhome","Exhaust Brakes GM RV Midline Motorhome","420","Industrial / Big Rig / Farm / RV>RV Midline>GM RV Midline Diesel","2013-05-31 17:39:51",""
"RV Midline","Navistar Diesel","","","779163","https://usdieselparts.com/images/F84084543","","","","430","Industrial / Big Rig / Farm / RV>RV Midline>Navistar Diesel","2013-05-31 17:39:51",""
"1994-2003 Navistar T444E","Exhaust Brakes","BD Exhaust Brakes for 1994-2003 Navistar T444E engines.","","779164","https://usdieselparts.com/images/F144551356","BD Exhaust Brakes for Ford Navistar","BD, Exhaust, Brakes, Ford, Navistar","Exhaust Brakes","500","Navistar>1994-2003 Navistar T444E>Exhaust Brakes","2013-05-31 17:39:51",""
